Wavelength in Air, Laser Power, # Photons
nm, mW, n
                         743.0,                     0.00426971,        1.5970204127377695e+25
                         744.0,                     0.00469248,        1.7575133827048344e+25
                         745.0,                     0.00485187,        1.8196535269252124e+25
                         746.0,                     0.00486744,        1.8279432521216525e+25
                         747.0,                     0.00520911,        1.9588780739199995e+25
                         748.0,                     0.00406686,        1.5313839637526266e+25
                         749.0,                     0.00633725,        2.3894939354709452e+25
                         750.0,                     0.00578742,           2.1850910541745e+25
                         751.0,                     0.00671432,         2.538430325479646e+25
                         752.0,                     0.00694859,         2.630496949081754e+25
                         753.0,                     0.00716184,         2.714831411145349e+25
                         754.0,                     0.00739066,         2.805290520481956e+25
                         755.0,                     0.00765839,        2.9107687607895474e+25
                         756.0,                     0.00789577,         3.004965978616023e+25
                         757.0,                     0.00780938,        2.9760190728910834e+25
                         758.0,                     0.00821186,        3.1335311561267077e+25
                         759.0,                     0.00783429,         2.993399587164306e+25
                         760.0,                     0.00818218,         3.130443692111646e+25
                         761.0,                     0.00846003,         3.241005997575764e+25
                         762.0,                     0.00891923,         3.421413852468772e+25
                         763.0,                     0.00880482,        3.3819586611686626e+25
                         764.0,                     0.00881571,        3.3905794751831294e+25
                         765.0,                     0.00860289,        3.3130583124480693e+25
                         766.0,                     0.00875267,         3.375146273015242e+25
                         767.0,                     0.00867718,        3.3504045159524773e+25
                         768.0,                     0.00855654,        3.3081308536264417e+25
                         769.0,                     0.00830904,         3.216625231983935e+25
                         770.0,                     0.00801329,        3.1061674196791436e+25
                         771.0,                     0.00769108,        2.9851419091544667e+25
                         772.0,                     0.00766439,         2.978641052275883e+25
                         773.0,                     0.00683729,        2.6606440033186692e+25
                         774.0,                     0.00672989,        2.6222385713296997e+25
                         775.0,                     0.00680694,        2.6556870747781665e+25
                         776.0,                     0.00699607,         2.732996920398563e+25
                         777.0,                      0.0075183,        2.9407895392443865e+25
                         778.0,                     0.00789966,         3.093935613654365e+25
                         779.0,                     0.00993243,         3.895078776299408e+25
                         780.0,                      0.0091387,        3.5884119834841567e+25
                         781.0,                     0.00957455,         3.764373263548635e+25
                         782.0,                      0.0101201,         3.983958738617843e+25
                         783.0,                      0.0106346,         4.191854466240915e+25
                         784.0,                      0.0110938,         4.378442691044146e+25
                         785.0,                       0.011644,        4.6014544614178525e+25
                         786.0,                      0.0119141,         4.714189778573242e+25
                         787.0,                      0.0119658,         4.740670238981434e+25
                         788.0,                      0.0122495,        4.8592344591248145e+25
                         789.0,                      0.0125998,         5.004537289178257e+25
                         790.0,                      0.0124254,         4.941522129903933e+25
                         791.0,                       0.012957,         5.159459611375649e+25
                         792.0,                      0.0134395,         5.358356050026189e+25
                         793.0,                      0.0140108,         5.593187724932046e+25
                         794.0,                       0.014312,         5.720633234353656e+25
                         795.0,                      0.0146054,         5.845260343226974e+25
                         796.0,                      0.0150311,        6.0231975392475975e+25
                         797.0,                      0.0154382,         6.194100664753952e+25
                         798.0,                      0.0155191,         6.234371785680874e+25
                         799.0,                      0.0155946,         6.272552338644922e+25
                         800.0,                      0.0157659,        6.3493903767845415e+25
                         801.0,                      0.0160326,         6.464869287514788e+25
                         802.0,                      0.0159122,        6.4243304522643595e+25
                         803.0,                      0.0160406,         6.484245199775595e+25
                         804.0,                      0.0160951,         6.514378717272837e+25
                         805.0,                      0.0161169,         6.531315549675012e+25
                         806.0,                      0.0160235,        6.5015319536261905e+25
                         807.0,                       0.016134,          6.55448935056092e+25
                         808.0,                       0.014312,         5.821500822868708e+25
                         809.0,                      0.0159036,         6.476900725628619e+25
                         810.0,                      0.0156787,         6.393200783764197e+25
                         811.0,                      0.0154748,         6.317848011401321e+25
                         812.0,                      0.0152234,        6.2228733598380635e+25
                         813.0,                      0.0150584,         6.163006839164345e+25
                         814.0,                      0.0148226,         6.073961974286769e+25
                         815.0,                      0.0143766,         5.898438737882688e+25
                         816.0,                      0.0136864,        5.6221530253192295e+25
                         817.0,                      0.0135384,        5.5681723938339945e+25
                         818.0,                      0.0130481,         5.373086781488347e+25
                         819.0,                      0.0125056,          5.15598576883938e+25
                         820.0,                      0.0122573,        5.0597835982719155e+25
                         821.0,                      0.0119227,          4.92766355915158e+25
                         822.0,                       0.011932,         4.937513966226316e+25
                         823.0,                      0.0127479,         5.281554408549956e+25
                         824.0,                      0.0122612,         5.086083233210001e+25
                         825.0,                      0.0123141,         5.114225807912892e+25
                         826.0,                      0.0124854,         5.191654498959188e+25
                         827.0,                      0.0126122,         5.250729354448352e+25
                         828.0,                      0.0128628,         5.361534792644369e+25
                         829.0,                      0.0132613,         5.534315391955757e+25
                         830.0,                      0.0132171,          5.52252312472402e+25
                         831.0,                      0.0136147,        5.6955068003011145e+25
                         832.0,                      0.0139478,         5.841875705237763e+25
                         833.0,                      0.0136458,         5.722255931514977e+25
                         834.0,                      0.0140661,         5.905586378068606e+25
                         835.0,                      0.0138147,         5.806991743562699e+25
                         836.0,                      0.0136427,        5.7415596545430076e+25
                         837.0,                      0.0114966,        4.8441563736137295e+25
                         838.0,                      0.0134536,        5.6755219109490205e+25
                         839.0,                      0.0133664,         5.645464609977878e+25
                         840.0,                      0.0149377,         6.316642441145712e+25
                         842.0,                      0.0148202,         6.281877032917781e+25
                         844.0,                      0.0171275,          7.27712270030179e+25
                         846.0,                      0.0160562,         6.838115107248703e+25
                         848.0,                      0.0157876,         6.739617379488329e+25
                         850.0,                      0.0151354,          6.47643637870872e+25
                         852.0,                      0.0157198,         6.742328150622621e+25
                         854.0,                      0.0137034,          5.89127750558181e+25
                         856.0,                      0.0128706,         5.546203911497862e+25
                         858.0,                      0.0120915,         5.222647843580438e+25
                         860.0,                      0.0143903,          6.23005060062989e+25
                         862.0,                      0.0139812,           6.0670138864849e+25
                         864.0,                      0.0148975,         6.479633042782178e+25
                         866.0,                       0.016189,         7.057667432659762e+25
                         868.0,                      0.0171755,        7.5050292429777085e+25
                         870.0,                      0.0186257,          8.15746334625378e+25
                         872.0,                      0.0198481,         8.712819141300428e+25
                         874.0,                      0.0233841,        1.0288578299648032e+26
                         876.0,                      0.0238568,        1.0520577277114307e+26
                         878.0,                      0.0257495,        1.1381161632951333e+26
                         880.0,                      0.0278388,        1.2332651463180184e+26
                         882.0,                      0.0305793,        1.3577487123891458e+26
                         884.0,                      0.0316518,        1.4085554642128861e+26
                         886.0,                       0.032845,        1.4649616740558945e+26
                         888.0,                      0.0337076,         1.506829355010484e+26
                         890.0,                      0.0348704,        1.5623207853121188e+26
                         892.0,                      0.0357575,         1.605666241277876e+26
                         894.0,                      0.0361814,        1.6283440105136836e+26
                         896.0,                      0.0374615,        1.6897266258945184e+26
                         898.0,                      0.0373432,        1.6881504238345876e+26
                         900.0,                      0.0374452,        1.6965315434188285e+26
                         902.0,                      0.0367937,        1.6707184759915407e+26
                         904.0,                      0.0374615,        1.7048134707685765e+26
                         906.0,                      0.0366681,         1.672398924539083e+26
                         908.0,                      0.0357653,        1.6348239657399313e+26
                         910.0,                       0.036132,         1.655223595826443e+26
                         912.0,                      0.0350352,        1.6085061072995698e+26
                         914.0,                      0.0344936,         1.587113527908325e+26
                         916.0,                      0.0343758,        1.5851543705265112e+26
                         918.0,                      0.0362102,        1.6733888835785245e+26
                         920.0,                      0.0355612,        1.6469769072932534e+26
                         922.0,                      0.0367623,        1.7063058145133323e+26
                         924.0,                      0.0371487,        1.7279806165522718e+26
                         926.0,                      0.0379555,        1.7693305587457606e+26
                         928.0,                      0.0397846,         1.858601344710406e+26
                         930.0,                      0.0435998,         2.041224256236954e+26
                         932.0,                      0.0457515,        2.1465673758195125e+26
                         934.0,                      0.0479095,        2.2526399892459843e+26
                         936.0,                      0.0495816,         2.336251864273712e+26
                         938.0,                      0.0508297,        2.4001791551440517e+26
                         940.0,                      0.0513043,         2.427755210495493e+26
                         942.0,                      0.0541582,         2.568256520223569e+26
                         944.0,                      0.0540248,         2.567369851189575e+26
                         946.0,                      0.0555275,         2.644371890781456e+26
                         948.0,                      0.0558538,         2.665534682884044e+26
                         950.0,                      0.0570392,           2.7278488716194e+26
                         952.0,                      0.0569764,        2.7305820345045564e+26
                         954.0,                      0.0565442,         2.715561942017292e+26
                         956.0,                      0.0569058,        2.7386573617069424e+26
                         958.0,                      0.0557832,        2.6902473226160975e+26
                         960.0,                      0.0560108,        2.7068630488535658e+26
                         962.0,                      0.0549801,        2.6625873988812485e+26
                         964.0,                      0.0562306,        2.7288082937072362e+26
                         966.0,                       0.054433,        2.6470532123333394e+26
                         968.0,                      0.0545193,        2.6567390742712163e+26
                         970.0,                      0.0545108,         2.661813141672074e+26
                         972.0,                      0.0528551,        2.5862853431414723e+26
                         974.0,                      0.0514499,         2.522706735326855e+26
                         976.0,                       0.048958,        2.4054523621313945e+26
                         978.0,                      0.0463866,         2.283782132287209e+26
                         980.0,                      0.0466142,        2.2996809399041586e+26
                         982.0,                      0.0436076,        2.1557428186018998e+26
                         984.0,                      0.0442656,        2.1927278292707072e+26
                         986.0,                      0.0469832,         2.332076447104478e+26
                         988.0,                      0.0478074,         2.377800120458555e+26
                         990.0,                      0.0486395,          2.42408347683367e+26
                         992.0,                      0.0487235,        2.4331754438937483e+26
                         994.0,                      0.0479252,        2.3981348104402674e+26
                         996.0,                      0.0478231,        2.3978407576184427e+26
                         998.0,                      0.0476285,         2.392878900677738e+26
                        1000.0,                      0.0467006,        2.3509626807703985e+26
                        1002.0,                       0.045421,        2.2911192163509423e+26
                        1004.0,                       0.047203,        2.3857590991569003e+26
                        1006.0,                      0.0459862,         2.328888945123325e+26
                        1008.0,                      0.0504137,         2.558187541872076e+26
                        1010.0,                      0.0527373,        2.6814057726547125e+26
                        1012.0,                       0.056857,         2.896594676776086e+26
                        1014.0,                      0.0582638,         2.974130604575284e+26
                        1016.0,                      0.0595277,        3.0446409594491202e+26
                        1018.0,                       0.060195,          3.08483167546489e+26
                        1020.0,                      0.0613149,        3.1483968623245154e+26
                        1022.0,                       0.061082,         3.142587793756128e+26
                        1024.0,                      0.0613882,         3.164522084371966e+26
                        1026.0,                      0.0620969,        3.2073071726768214e+26
                        1028.0,                      0.0625186,        3.2353825117177204e+26
                        1030.0,                      0.0633115,         3.282790006477496e+26
                        1032.0,                      0.0629661,         3.271220106246472e+26
                        1034.0,                      0.0632701,         3.293383721012234e+26
                        1036.0,                      0.0644419,        3.3608673132495876e+26
                        1038.0,                      0.0647638,        3.3841760788029124e+26
                        1040.0,                      0.0647559,         3.390283046258246e+26
                        1042.0,                      0.0656945,         3.446037549427834e+26
                        1044.0,                      0.0650778,         3.420240430082098e+26
                        1046.0,                      0.0654781,         3.447871155940369e+26
                        1048.0,                      0.0638175,         3.366854468728625e+26
                        1050.0,                      0.0663417,        3.5067044946490805e+26
                        1052.0,                      0.0666635,        3.5304261081089626e+26
                        1054.0,                      0.0674407,        3.5783758577779296e+26
                        1056.0,                      0.0674933,         3.587962175093147e+26
                        1058.0,                      0.0689322,         3.671394744953994e+26
                        1060.0,                      0.0700234,         3.736563217421134e+26
                        1062.0,                      0.0736345,         3.936671116243765e+26
                        1064.0,                       0.208345,         1.115958347831753e+27
                        1066.0,                       0.074129,          3.97803519423681e+26
                        1068.0,                      0.0726846,         3.907841424890929e+26
                        1070.0,                      0.0733588,         3.951475295467862e+26
                        1072.0,                      0.0757697,        4.0889672102619024e+26
                        1074.0,                      0.0860612,         4.653020368100815e+26
                        1076.0,                      0.0769237,         4.166733378420256e+26
                        1078.0,                      0.0770346,         4.180496532525603e+26
                        1080.0,                      0.0795692,         4.326054854067324e+26
                        1082.0,                      0.0828819,         4.514505994010233e+26
                        1084.0,                      0.0951788,        5.1938904119380135e+26
                        1086.0,                       0.116583,          6.37365169789059e+26
                        1088.0,                       0.101079,         5.536217029520715e+26
                        1090.0,                      0.0902375,        4.9515005042239395e+26
                        1092.0,                      0.0863413,         4.746401762016927e+26
                        1094.0,                      0.0846168,         4.660121009773678e+26
                        1096.0,                      0.0845383,        4.6643092740086054e+26
                        1098.0,                      0.0836823,        4.6255057289725166e+26
                        1100.0,                      0.0836198,        4.6304701029715464e+26
